"id","profileName","text","date","title","rating","images","helpful","Colour"
"R17MQK9BAX5SYA","Anjana","So I've been using this for awhile now yesterday as I was playing around with alexa. It got stuck or in easy language it started lagging I was so shocked knowing that I just bought it and brush u r lagging oh and no alexa can't speak it just going to show you texts you can check ur heart rate,stress level, and there was one more I'm not sure what it's for but yes so yes they work fine and yep kinda accurate. Now for the display is so sick you will feel like it's a mini phone cause the display looks so cool and give u nice view still you should go for it's pro version I didn't knew about that when I purchased it but now yk :)","Reviewed in India on 11 October 2022","Well of you are going for only looks it's perfect but nah not good for use",3,"https://m.media-amazon.com/images/I/61oRvTIjODL.jpg
https://m.media-amazon.com/images/I/71Hh+-MOyEL.jpg
https://m.media-amazon.com/images/I/71hqtW4vfyL.jpg",0,"Olive Green"
"R1QRG17IQ0DZ36","Bradly Fernandes","Nice smart watch at a reasonable price","Reviewed in India on 27 September 2022","Nice watch",4,"",0,"Charcoal Black"
"RAUVOW3SEX1O0","Akki","Good watch like it so much","Reviewed in India on 28 September 2022","Overall good watch I liked it",4,"",0,"Sandy Cream"
"R3VL2S2URMY362","RAHUL MISHRA","Overall good smartwatch.","Reviewed in India on 1 October 2022","Good smart watch, only drawback is that it doesn't have call receiving facility. receive",4,"",0,"Pitch Black"
"RQX6K2VFG30KW","Deepak Kumar Jha","Value of Money ✔️ Performance ✔️","Reviewed in India on 30 September 2022","Good Performance",4,"",0,"Pitch Black"
"R3V0TMJZDVHHL5","DEEPIKA RANA","I like it ☺️","Reviewed in India on 29 September 2022","Nic watch",4,"",0,"Olive Green"
"R1JPDBCKN0ET7B","Abhay","Watch is really good, stylish and features are worth it. I felt the touch response is a bit slow (not noticeable in a few case). Sleep tracking is good (4 out of 5) and app is okayish","Reviewed in India on 18 September 2022","A really good buy",4,"",0,"Pitch Black"
"R3UYIBLAIAK1VY","Pavan Kumar Kumar","Connecting apps","Reviewed in India on 27 September 2022","Excellent",4,"",0,"Charcoal Black"
"R3BJ69NWG7GAWK","Soumya","Great watch at great price","Reviewed in India on 22 September 2022","Wait for beat deal",4,"",0,"Olive Green"
"R1HA9AOZ141H1E","UJJWAL","Smart watch connect easily with phone but the problem is that it gets as easily disconnected with phoneFeatures are goodSleep track is working good but if you take a nap it doesnt track you have to sleep for atleast 3 hoursApp is worst doesnt operate well","Reviewed in India on 4 September 2022","One of the best smart watche in this price range",4,"","2","Pitch Black"
"R8L9WUCWFAD6R","santosh","Good product","Reviewed in India on 27 September 2022","Good product",4,"",0,"Deep Blue"
"R3E78Y1Z6GVZ8H","ranjan4amazon","Good product !","Reviewed in India on 24 September 2022","Boat Xtend",4,"",0,"Sandy Cream"
"R2KAZTIDWE1O6","nitish b.","Charger issue","Reviewed in India on 26 September 2022","Charger",4,"",1,"Sandy Cream"
"R5BT6RZJUCMKY","Lalit Rajput","Gooddddddddd","Reviewed in India on 2 October 2022","Good but call system is not good (notification)",4,"",0,"Charcoal Black"
"R3OAQ6J27GRGX","Devarsh","Battery life is of less than 24 hours you have to charge it everyday so but if you will be regular with tha watch then the battery will improve soI will give 4.5/5 on Battery other than that the watch is good you cant do 99.9% things if phone is not connected through boat wave app","Reviewed in India on 5 September 2022",".",4,"",1,"Pitch Black"
"RRIFMCLDEZUEN","Amazon Customer","already many upgraded model in d market but it's very steady and good battery backup","Reviewed in India on 27 September 2022","good",4,"",1,"Pitch Black"
"R15ABWGMWNDRXH","Parth raj","Superb","Reviewed in India on 25 September 2022","Superb",4,"",1,"Olive Green"
"R1E8BEE546R98J","Sowmya","Reviewing after 6 months of use the watch is as good as new one even for completion of 6 months of usage and has a good battery life. Over good product but can go for upgraded version of boAt smartwatches","Reviewed in India on 2 September 2022","Value for money compare to quality",4,"",0,"Pitch Black"
"RBGJQK81LVUE9","Karthiga Ramesh",,"Reviewed in India on 9 October 2022","Good quality",4,"",0,"Charcoal Black"
"RA0D2GYLMRU9P","Sanjana Palkar",,"Reviewed in India on 6 October 2022","Photo set karana nahi aa raha baki sab thik hai",4,"",0,"Charcoal Black"
"R2JQO0JKCDNX9J","Priya Roy","It's best watch","Reviewed in India on 22 September 2022","It's best",4,"",0,"Pitch Black"
"R1D7O6QBFDJ2B2","Avinash Desai","Woww","Reviewed in India on 14 September 2022","Very nice",4,"",0,"Charcoal Black"
"RYJTP5VEUGG5I","Akash sati","Nice product","Reviewed in India on 11 September 2022","Nice product",4,"",0,"Charcoal Black"
"R2T289YURYI5UD","B.venkateswarereddy","Is good","Reviewed in India on 14 September 2022","Usefull product",4,"",1,"Sandy Cream"
"R3GQSW14UMOHW","Kishor Sarma","Battery backup is outstanding","Reviewed in India on 20 September 2022","Good",4,"",0,"Charcoal Black"
"R8FEOT0UPIFVQ","Darshan Shah","I am not satisfied with product and Amazon service as well..On the day when I received product i told Amazon technical team on connecting issue. They ask me to reset watch. And use it..After 2 days i observed that battery life also not good.. i thik it will work for 5 6 days.Touch is okay..I also called 2 3 times for return but still there is no feedback from Amazon...","Reviewed in India on 11 October 2022","Frequently disconnection",3,"",0,"Sandy Cream"
"R2A1IM3XYX0LA3","Pradeep Singh ","This watch has great features but the dial was big due to that i returned bcz my sister didn't like it.Rest watch is okay if you like big dials.Many other features in this then noise.","Reviewed in India on 6 September 2022","Good watch but big dial if you are buying it for lady.",4,"","5","Sandy Cream"
"R8D501XJH1LRQ","Karishma singh","Nice colour and all functions are goog","Reviewed in India on 9 September 2022","Good",4,"",0,"Charcoal Black"
"R209Z30JXQ5K9P","Reena Maurya"," Alexa feature is good for current affairs and for general knowledge.","Reviewed in India on 23 September 2022","Good watch.",4,"https://m.media-amazon.com/images/I/61A7n5m2MUL.jpg",0,"Olive Green"
"RZT9OTTTVILEG","Aditya Vikram Singh "," Very nice but touch sensitivity is low please upgrade","Reviewed in India on 27 September 2022","Best smart watch but touch is low sensitivity please Amazon membership me",4,"",0,"Pitch Black"
"R3GTLS3EY216Q4","Meghna Koli","I like it","Reviewed in India on 11 September 2022","Nice watch",4,"",0,"Sandy Cream"
"R3864OJ36JXFV7","ADITYA","Not too good for the price but its quite normal","Reviewed in India on 17 September 2022","It's Good for smartwatches but price is very high!",4,"","2","Charcoal Black"
"R1TLUDKPA65QXT","ASHOK B GORE","Good Product, strong battery backup","Reviewed in India on 15 September 2022","Good Product, strong battery backup",4,"",0,"Pitch Black"
"RKORIQPY3680U","Pritinov R."," I was so excited before I get the watch....but  after holding it to my hand I m little disappointed because of Alexa performance.. although I purchased this watch only for Alexa but it has limited Alexa command and give you answer in text..so boring.... it's better to buy Bluetooth calling watch 😭 at this price","Reviewed in India on 6 September 2022","Limited Alexa command...gives answer in text",4,"https://m.media-amazon.com/images/I/61Zw3WhS1yL.jpg","2","Sandy Cream"
"R1BOEOJCU18OPI","Abdullah","It was having music control system at the time i purchased but when the watch updated music control had been removed in the update","Reviewed in India on 7 September 2022","Its music control has been removed in new update",4,"",1,"Pitch Black"
"R1Z3TCLJFQSYL5","Amazon Customer","Battery life not that great.","Reviewed in India on 15 September 2022","Good",4,"",1,"Pitch Black"
"R3IDRFH1QXAHSP","Jai Kishan Poonia","Only 2 face storage, i received damaged product but what I can I do nothing because these people don't believe good. Delivery boy OMG so rude behaviour.","Reviewed in India on 6 September 2022","Damaged Product",4,"",0,"Charcoal Black"
"R1IXNN041UQ4X6","New buyer","Not much options. Ok for the price","Reviewed in India on 7 September 2022","Good product",4,"",0,"Charcoal Black"
"R3DA4LQHC8L95D","Amazon Customer","Really good product","Reviewed in India on 14 September 2022","Value for Money",4,"",0,"Deep Blue"
"R35YWNLD9DRI62","SHADAB QUAMAR","I bought this one for my sis she liked it too much. The build quality and the silicon straps are premia. And overall my experience met my expectations.","Reviewed in India on 27 August 2022","Bole to paisa wasool",4,"",0,"Sandy Cream"
"RODRAE528BIDL","sanjay","If u use the smartwatch for 12 hours a day the battery lasts for 3 days","Reviewed in India on 1 September 2022","Battery life depends on the Usage",4,"",0,"Charcoal Black"
"R2NLWHCQVJ87XZ","Marmi nyodu","Everything good but battery backup not much batter!","Reviewed in India on 14 September 2022","Good",4,"",0,"Charcoal Black"
"R1JFTBY0J0AL84","Harmeet","Like","Reviewed in India on 16 September 2022","Good",4,"",0,"Charcoal Black"
"RHAPP6EYRGLT1","Hamy","Dislike - alexa","Reviewed in India on 6 September 2022","Good",4,"",0,"Charcoal Black"
"R6RROK4J3Y8ST","Mmd Jubair","Excellent watch with premium look on hand with this price segment. Worth for money. One thing that disappointed me is the crown button. Some times it doesn't work and remaining is excellent","Reviewed in India on 27 August 2022","Premium and worth for money",4,"https://m.media-amazon.com/images/I/61iwtwYkgyL.jpg
https://m.media-amazon.com/images/I/61oV8SlmT9L.jpg","2","Charcoal Black"
